"Base","Style","From","R","G","B","ShiftR","ShiftG","ShiftB"
"biolo_riding_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"biolo_riding_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"biolo_riding_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"biolo_riding_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"biolo_riding_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"biolo_riding_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"biolo_riding_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"biolo_riding_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"biolo_riding_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"biolo_riding_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"biolo_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"biolo_³²","11","9","0,82","1,02","1,2","-18","0","24"
"biolo_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"biolo_³²","13","9","1,2","0,92","1,15","22","-4","18"
"biolo_³²","14","9","0,82","1,15","1,16","-20","18","20"
"biolo_³²","15","9","1,18","1,06","0,72","22","12","-28"
"biolo_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"biolo_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"biolo_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"biolo_³²","19","1","1,18","0,82","1,02","26","-16","8"
"biolo_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"biolo_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"biolo_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"biolo_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"biolo_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"biolo_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"biolo_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"biolo_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"biolo_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"biolo_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"biolo_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"biolo_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"cardinal_female","10","9","1,15","0,85","0,8","18","-8","-14"
"cardinal_female","11","9","0,82","1,02","1,2","-18","0","24"
"cardinal_female","12","9","0,78","1,18","0,82","-20","22","-18"
"cardinal_female","13","9","1,2","0,92","1,15","22","-4","18"
"cardinal_female","14","9","0,82","1,15","1,16","-20","18","20"
"cardinal_female","15","9","1,18","1,06","0,72","22","12","-28"
"cardinal_female","16","6","1,2","0,76","0,72","28","-18","-22"
"cardinal_female","17","6","0,72","0,96","1,22","-28","-2","30"
"cardinal_female","18","1","0,78","0,88","1,18","-24","-10","28"
"cardinal_female","19","1","1,18","0,82","1,02","26","-16","8"
"cardinal_female","20","1","0,74","1,12","0,92","-26","18","-8"
"cardinal_female_riding","10","9","1,15","0,85","0,8","18","-8","-14"
"cardinal_female_riding","11","9","0,82","1,02","1,2","-18","0","24"
"cardinal_female_riding","12","9","0,78","1,18","0,82","-20","22","-18"
"cardinal_female_riding","13","9","1,2","0,92","1,15","22","-4","18"
"cardinal_female_riding","14","9","0,82","1,15","1,16","-20","18","20"
"cardinal_female_riding","15","9","1,18","1,06","0,72","22","12","-28"
"cardinal_female_riding","16","6","1,2","0,76","0,72","28","-18","-22"
"cardinal_female_riding","17","6","0,72","0,96","1,22","-28","-2","30"
"cardinal_female_riding","18","1","0,78","0,88","1,18","-24","-10","28"
"cardinal_female_riding","19","1","1,18","0,82","1,02","26","-16","8"
"cardinal_female_riding","20","1","0,74","1,12","0,92","-26","18","-8"
"cardinal_legacy_female","10","9","1,15","0,85","0,8","18","-8","-14"
"cardinal_legacy_female","11","9","0,82","1,02","1,2","-18","0","24"
"cardinal_legacy_female","12","9","0,78","1,18","0,82","-20","22","-18"
"cardinal_legacy_female","13","9","1,2","0,92","1,15","22","-4","18"
"cardinal_legacy_female","14","9","0,82","1,15","1,16","-20","18","20"
"cardinal_legacy_female","15","9","1,18","1,06","0,72","22","12","-28"
"cardinal_legacy_female","16","6","1,2","0,76","0,72","28","-18","-22"
"cardinal_legacy_female","17","6","0,72","0,96","1,22","-28","-2","30"
"cardinal_legacy_female","18","1","0,78","0,88","1,18","-24","-10","28"
"cardinal_legacy_female","19","1","1,18","0,82","1,02","26","-16","8"
"cardinal_legacy_female","20","1","0,74","1,12","0,92","-26","18","-8"
"cardinal_legacy_female_riding","10","9","1,15","0,85","0,8","18","-8","-14"
"cardinal_legacy_female_riding","11","9","0,82","1,02","1,2","-18","0","24"
"cardinal_legacy_female_riding","12","9","0,78","1,18","0,82","-20","22","-18"
"cardinal_legacy_female_riding","13","9","1,2","0,92","1,15","22","-4","18"
"cardinal_legacy_female_riding","14","9","0,82","1,15","1,16","-20","18","20"
"cardinal_legacy_female_riding","15","9","1,18","1,06","0,72","22","12","-28"
"cardinal_legacy_female_riding","16","6","1,2","0,76","0,72","28","-18","-22"
"cardinal_legacy_female_riding","17","6","0,72","0,96","1,22","-28","-2","30"
"cardinal_legacy_female_riding","18","1","0,78","0,88","1,18","-24","-10","28"
"cardinal_legacy_female_riding","19","1","1,18","0,82","1,02","26","-16","8"
"cardinal_legacy_female_riding","20","1","0,74","1,12","0,92","-26","18","-8"
"cardinal_legacy_male","10","9","1,15","0,85","0,8","18","-8","-14"
"cardinal_legacy_male","11","9","0,82","1,02","1,2","-18","0","24"
"cardinal_legacy_male","12","9","0,78","1,18","0,82","-20","22","-18"
"cardinal_legacy_male","13","9","1,2","0,92","1,15","22","-4","18"
"cardinal_legacy_male","14","9","0,82","1,15","1,16","-20","18","20"
"cardinal_legacy_male","15","9","1,18","1,06","0,72","22","12","-28"
"cardinal_legacy_male","16","6","1,2","0,76","0,72","28","-18","-22"
"cardinal_legacy_male","17","6","0,72","0,96","1,22","-28","-2","30"
"cardinal_legacy_male","18","1","0,78","0,88","1,18","-24","-10","28"
"cardinal_legacy_male","19","1","1,18","0,82","1,02","26","-16","8"
"cardinal_legacy_male","20","1","0,74","1,12","0,92","-26","18","-8"
"cardinal_legacy_male_riding","10","9","1,15","0,85","0,8","18","-8","-14"
"cardinal_legacy_male_riding","11","9","0,82","1,02","1,2","-18","0","24"
"cardinal_legacy_male_riding","12","9","0,78","1,18","0,82","-20","22","-18"
"cardinal_legacy_male_riding","13","9","1,2","0,92","1,15","22","-4","18"
"cardinal_legacy_male_riding","14","9","0,82","1,15","1,16","-20","18","20"
"cardinal_legacy_male_riding","15","9","1,18","1,06","0,72","22","12","-28"
"cardinal_legacy_male_riding","16","6","1,2","0,76","0,72","28","-18","-22"
"cardinal_legacy_male_riding","17","6","0,72","0,96","1,22","-28","-2","30"
"cardinal_legacy_male_riding","18","1","0,78","0,88","1,18","-24","-10","28"
"cardinal_legacy_male_riding","19","1","1,18","0,82","1,02","26","-16","8"
"cardinal_legacy_male_riding","20","1","0,74","1,12","0,92","-26","18","-8"
"cardinal_male","10","9","1,15","0,85","0,8","18","-8","-14"
"cardinal_male","11","9","0,82","1,02","1,2","-18","0","24"
"cardinal_male","12","9","0,78","1,18","0,82","-20","22","-18"
"cardinal_male","13","9","1,2","0,92","1,15","22","-4","18"
"cardinal_male","14","9","0,82","1,15","1,16","-20","18","20"
"cardinal_male","15","9","1,18","1,06","0,72","22","12","-28"
"cardinal_male","16","6","1,2","0,76","0,72","28","-18","-22"
"cardinal_male","17","6","0,72","0,96","1,22","-28","-2","30"
"cardinal_male","18","1","0,78","0,88","1,18","-24","-10","28"
"cardinal_male","19","1","1,18","0,82","1,02","26","-16","8"
"cardinal_male","20","1","0,74","1,12","0,92","-26","18","-8"
"cardinal_male_riding","10","9","1,15","0,85","0,8","18","-8","-14"
"cardinal_male_riding","11","9","0,82","1,02","1,2","-18","0","24"
"cardinal_male_riding","12","9","0,78","1,18","0,82","-20","22","-18"
"cardinal_male_riding","13","9","1,2","0,92","1,15","22","-4","18"
"cardinal_male_riding","14","9","0,82","1,15","1,16","-20","18","20"
"cardinal_male_riding","15","9","1,18","1,06","0,72","22","12","-28"
"cardinal_male_riding","16","6","1,2","0,76","0,72","28","-18","-22"
"cardinal_male_riding","17","6","0,72","0,96","1,22","-28","-2","30"
"cardinal_male_riding","18","1","0,78","0,88","1,18","-24","-10","28"
"cardinal_male_riding","19","1","1,18","0,82","1,02","26","-16","8"
"cardinal_male_riding","20","1","0,74","1,12","0,92","-26","18","-8"
"cardinal_riding_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"cardinal_riding_³²","11","9","0,82","1,02","1,2","-18","0","24"
"cardinal_riding_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"cardinal_riding_³²","13","9","1,2","0,92","1,15","22","-4","18"
"cardinal_riding_³²","14","9","0,82","1,15","1,16","-20","18","20"
"cardinal_riding_³²","15","9","1,18","1,06","0,72","22","12","-28"
"cardinal_riding_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"cardinal_riding_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"cardinal_riding_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"cardinal_riding_³²","19","1","1,18","0,82","1,02","26","-16","8"
"cardinal_riding_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"cardinal_riding_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"cardinal_riding_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"cardinal_riding_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"cardinal_riding_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"cardinal_riding_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"cardinal_riding_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"cardinal_riding_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"cardinal_riding_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"cardinal_riding_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"cardinal_riding_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"cardinal_riding_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"cardinal_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"cardinal_³²","11","9","0,82","1,02","1,2","-18","0","24"
"cardinal_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"cardinal_³²","13","9","1,2","0,92","1,15","22","-4","18"
"cardinal_³²","14","9","0,82","1,15","1,16","-20","18","20"
"cardinal_³²","15","9","1,18","1,06","0,72","22","12","-28"
"cardinal_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"cardinal_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"cardinal_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"cardinal_³²","19","1","1,18","0,82","1,02","26","-16","8"
"cardinal_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"cardinal_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"cardinal_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"cardinal_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"cardinal_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"cardinal_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"cardinal_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"cardinal_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"cardinal_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"cardinal_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"cardinal_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"cardinal_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"cartsummoner_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"cartsummoner_³²","11","9","0,82","1,02","1,2","-18","0","24"
"cartsummoner_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"cartsummoner_³²","13","9","1,2","0,92","1,15","22","-4","18"
"cartsummoner_³²","14","9","0,82","1,15","1,16","-20","18","20"
"cartsummoner_³²","15","9","1,18","1,06","0,72","22","12","-28"
"cartsummoner_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"cartsummoner_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"cartsummoner_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"cartsummoner_³²","19","1","1,18","0,82","1,02","26","-16","8"
"cartsummoner_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"cartsummoner_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"cartsummoner_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"cartsummoner_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"cartsummoner_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"cartsummoner_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"cartsummoner_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"cartsummoner_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"cartsummoner_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"cartsummoner_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"cartsummoner_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"cartsummoner_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"cart_summoner_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"cart_summoner_³²","11","9","0,82","1,02","1,2","-18","0","24"
"cart_summoner_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"cart_summoner_³²","13","9","1,2","0,92","1,15","22","-4","18"
"cart_summoner_³²","14","9","0,82","1,15","1,16","-20","18","20"
"cart_summoner_³²","15","9","1,18","1,06","0,72","22","12","-28"
"cart_summoner_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"cart_summoner_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"cart_summoner_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"cart_summoner_³²","19","1","1,18","0,82","1,02","26","-16","8"
"cart_summoner_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"cart_summoner_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"cart_summoner_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"cart_summoner_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"cart_summoner_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"cart_summoner_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"cart_summoner_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"cart_summoner_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"cart_summoner_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"cart_summoner_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"cart_summoner_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"cart_summoner_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"champion_female","10","9","1,15","0,85","0,8","18","-8","-14"
"champion_female","11","9","0,82","1,02","1,2","-18","0","24"
"champion_female","12","9","0,78","1,18","0,82","-20","22","-18"
"champion_female","13","9","1,2","0,92","1,15","22","-4","18"
"champion_female","14","9","0,82","1,15","1,16","-20","18","20"
"champion_female","15","9","1,18","1,06","0,72","22","12","-28"
"champion_female","16","6","1,2","0,76","0,72","28","-18","-22"
"champion_female","17","6","0,72","0,96","1,22","-28","-2","30"
"champion_female","18","1","0,78","0,88","1,18","-24","-10","28"
"champion_female","19","1","1,18","0,82","1,02","26","-16","8"
"champion_female","20","1","0,74","1,12","0,92","-26","18","-8"
"champion_female_riding","10","9","1,15","0,85","0,8","18","-8","-14"
"champion_female_riding","11","9","0,82","1,02","1,2","-18","0","24"
"champion_female_riding","12","9","0,78","1,18","0,82","-20","22","-18"
"champion_female_riding","13","9","1,2","0,92","1,15","22","-4","18"
"champion_female_riding","14","9","0,82","1,15","1,16","-20","18","20"
"champion_female_riding","15","9","1,18","1,06","0,72","22","12","-28"
"champion_female_riding","16","6","1,2","0,76","0,72","28","-18","-22"
"champion_female_riding","17","6","0,72","0,96","1,22","-28","-2","30"
"champion_female_riding","18","1","0,78","0,88","1,18","-24","-10","28"
"champion_female_riding","19","1","1,18","0,82","1,02","26","-16","8"
"champion_female_riding","20","1","0,74","1,12","0,92","-26","18","-8"
"champion_male","10","9","1,15","0,85","0,8","18","-8","-14"
"champion_male","11","9","0,82","1,02","1,2","-18","0","24"
"champion_male","12","9","0,78","1,18","0,82","-20","22","-18"
"champion_male","13","9","1,2","0,92","1,15","22","-4","18"
"champion_male","14","9","0,82","1,15","1,16","-20","18","20"
"champion_male","15","9","1,18","1,06","0,72","22","12","-28"
"champion_male","16","6","1,2","0,76","0,72","28","-18","-22"
"champion_male","17","6","0,72","0,96","1,22","-28","-2","30"
"champion_male","18","1","0,78","0,88","1,18","-24","-10","28"
"champion_male","19","1","1,18","0,82","1,02","26","-16","8"
"champion_male","20","1","0,74","1,12","0,92","-26","18","-8"
"champion_male_riding","10","9","1,15","0,85","0,8","18","-8","-14"
"champion_male_riding","11","9","0,82","1,02","1,2","-18","0","24"
"champion_male_riding","12","9","0,78","1,18","0,82","-20","22","-18"
"champion_male_riding","13","9","1,2","0,92","1,15","22","-4","18"
"champion_male_riding","14","9","0,82","1,15","1,16","-20","18","20"
"champion_male_riding","15","9","1,18","1,06","0,72","22","12","-28"
"champion_male_riding","16","6","1,2","0,76","0,72","28","-18","-22"
"champion_male_riding","17","6","0,72","0,96","1,22","-28","-2","30"
"champion_male_riding","18","1","0,78","0,88","1,18","-24","-10","28"
"champion_male_riding","19","1","1,18","0,82","1,02","26","-16","8"
"champion_male_riding","20","1","0,74","1,12","0,92","-26","18","-8"
"clown_male","10","9","1,15","0,85","0,8","18","-8","-14"
"clown_male","11","9","0,82","1,02","1,2","-18","0","24"
"clown_male","12","9","0,78","1,18","0,82","-20","22","-18"
"clown_male","13","9","1,2","0,92","1,15","22","-4","18"
"clown_male","14","9","0,82","1,15","1,16","-20","18","20"
"clown_male","15","9","1,18","1,06","0,72","22","12","-28"
"clown_male","16","6","1,2","0,76","0,72","28","-18","-22"
"clown_male","17","6","0,72","0,96","1,22","-28","-2","30"
"clown_male","18","1","0,78","0,88","1,18","-24","-10","28"
"clown_male","19","1","1,18","0,82","1,02","26","-16","8"
"clown_male","20","1","0,74","1,12","0,92","-26","18","-8"
"creator_female","10","9","1,15","0,85","0,8","18","-8","-14"
"creator_female","11","9","0,82","1,02","1,2","-18","0","24"
"creator_female","12","9","0,78","1,18","0,82","-20","22","-18"
"creator_female","13","9","1,2","0,92","1,15","22","-4","18"
"creator_female","14","9","0,82","1,15","1,16","-20","18","20"
"creator_female","15","9","1,18","1,06","0,72","22","12","-28"
"creator_female","16","6","1,2","0,76","0,72","28","-18","-22"
"creator_female","17","6","0,72","0,96","1,22","-28","-2","30"
"creator_female","18","1","0,78","0,88","1,18","-24","-10","28"
"creator_female","19","1","1,18","0,82","1,02","26","-16","8"
"creator_female","20","1","0,74","1,12","0,92","-26","18","-8"
"creator_female_riding","10","9","1,15","0,85","0,8","18","-8","-14"
"creator_female_riding","11","9","0,82","1,02","1,2","-18","0","24"
"creator_female_riding","12","9","0,78","1,18","0,82","-20","22","-18"
"creator_female_riding","13","9","1,2","0,92","1,15","22","-4","18"
"creator_female_riding","14","9","0,82","1,15","1,16","-20","18","20"
"creator_female_riding","15","9","1,18","1,06","0,72","22","12","-28"
"creator_female_riding","16","6","1,2","0,76","0,72","28","-18","-22"
"creator_female_riding","17","6","0,72","0,96","1,22","-28","-2","30"
"creator_female_riding","18","1","0,78","0,88","1,18","-24","-10","28"
"creator_female_riding","19","1","1,18","0,82","1,02","26","-16","8"
"creator_female_riding","20","1","0,74","1,12","0,92","-26","18","-8"
"creator_male","10","9","1,15","0,85","0,8","18","-8","-14"
"creator_male","11","9","0,82","1,02","1,2","-18","0","24"
"creator_male","12","9","0,78","1,18","0,82","-20","22","-18"
"creator_male","13","9","1,2","0,92","1,15","22","-4","18"
"creator_male","14","9","0,82","1,15","1,16","-20","18","20"
